Date	Time	high range	temp
1/9/2021	17:27:02	0	22.81
1/9/2021	17:27:03	0	22.81
1/9/2021	17:27:04	0	22.81
1/9/2021	17:27:05	0	22.81
1/9/2021	17:27:06	0	22.81
1/9/2021	17:27:07	0	22.81
1/9/2021	17:27:08	0	22.81
1/9/2021	17:27:09	0	22.81
1/9/2021	17:27:10	0	22.81
1/9/2021	17:27:11	0	22.81
1/9/2021	17:27:12	0	22.81
1/9/2021	17:27:13	0	22.81
1/9/2021	17:27:14	0	22.81
1/9/2021	17:27:15	0	22.81
1/9/2021	17:27:16	0	22.81
1/9/2021	17:27:17	0	22.81
1/9/2021	17:27:18	0	22.81
1/9/2021	17:27:19	0	22.81
1/9/2021	17:27:20	0	22.81
1/9/2021	17:27:21	0	22.81
1/9/2021	17:27:22	0	22.81
1/9/2021	17:27:23	0	22.81
1/9/2021	17:27:24	0	22.81
1/9/2021	17:27:25	0	22.81
1/9/2021	17:27:26	0	22.81
1/9/2021	17:27:27	0	22.81
1/9/2021	17:27:28	0	22.81
1/9/2021	17:27:29	0	22.81
1/9/2021	17:27:30	0	22.81
1/9/2021	17:27:31	0	22.81
1/9/2021	17:27:32	0	22.81
1/9/2021	17:27:33	0	22.81
1/9/2021	17:27:34	0	22.81
1/9/2021	17:27:35	0	22.81
1/9/2021	17:27:36	0	22.81
1/9/2021	17:27:37	0	22.81
1/9/2021	17:27:38	0	22.81
1/9/2021	17:27:39	0	22.81
1/9/2021	17:27:40	0	22.81
1/9/2021	17:27:41	0	22.81
1/9/2021	17:27:42	0	22.81
1/9/2021	17:27:43	0	22.81
1/9/2021	17:27:44	0	22.81
1/9/2021	17:27:45	0	22.81
1/9/2021	17:27:46	0	22.82
1/9/2021	17:27:47	0	22.81
1/9/2021	17:27:48	0	22.81
1/9/2021	17:27:49	0	22.81
1/9/2021	17:27:50	0	22.81
1/9/2021	17:27:51	0	22.81
1/9/2021	17:27:52	0	22.81
1/9/2021	17:27:53	0	22.81
1/9/2021	17:27:54	0	22.81
1/9/2021	17:27:55	0	22.81
1/9/2021	17:27:56	0	22.82
1/9/2021	17:27:57	0	22.82
1/9/2021	17:27:58	0	22.81
1/9/2021	17:27:59	0	22.81
1/9/2021	17:28:00	0	22.81
1/9/2021	17:28:01	0	22.81
1/9/2021	17:28:02	0	22.8
1/9/2021	17:28:03	0	22.8
1/9/2021	17:28:04	0	22.8
1/9/2021	17:28:05	0	22.8
1/9/2021	17:28:06	0	22.8
1/9/2021	17:28:07	0	22.8
1/9/2021	17:28:08	0	22.8
1/9/2021	17:28:09	0	22.78
1/9/2021	17:28:10	0	22.8
1/9/2021	17:28:11	0	22.8
1/9/2021	17:28:12	0	22.78
1/9/2021	17:28:13	0	22.78
1/9/2021	17:28:14	0	22.78
1/9/2021	17:28:15	0	22.78
1/9/2021	17:28:16	0	22.78
1/9/2021	17:28:17	0	22.78
1/9/2021	17:28:18	0	22.78
1/9/2021	17:28:19	0	22.78
1/9/2021	17:28:20	0	22.78
1/9/2021	17:28:21	0	22.78
1/9/2021	17:28:22	0	22.78
1/9/2021	17:28:23	0	22.78
1/9/2021	17:28:24	0	22.78
1/9/2021	17:28:25	0	22.78
1/9/2021	17:28:26	0	22.8
1/9/2021	17:28:27	169.2	24.24
1/9/2021	17:28:28	0	23.54
1/9/2021	17:28:29	0	23.38
1/9/2021	17:28:30	0	23.31
1/9/2021	17:28:31	0	23.26
1/9/2021	17:28:32	0	23.24
1/9/2021	17:28:33	0	23.24
1/9/2021	17:28:34	0	23.21
1/9/2021	17:28:35	0	23.21
1/9/2021	17:28:36	0	23.21
1/9/2021	17:28:37	0	23.2
1/9/2021	17:28:38	0	23.21
1/9/2021	17:28:39	0	23.21
1/9/2021	17:28:40	0	23.22
1/9/2021	17:28:41	0	23.24
1/9/2021	17:28:42	0	23.25
1/9/2021	17:28:43	0	23.26
1/9/2021	17:28:44	94.2	23.38
1/9/2021	17:28:45	351.6	24.15
1/9/2021	17:28:46	384.5	24.41
1/9/2021	17:28:47	389.9	24.37
1/9/2021	17:28:48	421.5	24.47
1/9/2021	17:28:49	422.4	24.42
1/9/2021	17:28:50	418.7	24.48
1/9/2021	17:28:51	424.6	24.59
1/9/2021	17:28:52	431.9	24.69
1/9/2021	17:28:53	440.6	24.71
1/9/2021	17:28:54	444.7	24.75
1/9/2021	17:28:55	435.6	24.81
1/9/2021	17:28:56	426.9	24.95
1/9/2021	17:28:57	418.7	25.08
1/9/2021	17:28:58	432.4	25.33
1/9/2021	17:28:59	429.6	25.34
1/9/2021	17:29:00	432.4	25.37
1/9/2021	17:29:01	429.6	25.69
1/9/2021	17:29:02	447	25.64
1/9/2021	17:29:03	449.8	25.53
1/9/2021	17:29:04	435.1	25.55
1/9/2021	17:29:05	460.3	25.59
1/9/2021	17:29:06	736.6	25.09
1/9/2021	17:29:07	739.1	25.01
1/9/2021	17:29:08	735.1	24.98
1/9/2021	17:29:09	732.1	24.96
1/9/2021	17:29:10	727.1	24.96
1/9/2021	17:29:11	727.1	24.97
1/9/2021	17:29:12	726.1	24.96
1/9/2021	17:29:13	723.6	24.96
1/9/2021	17:29:14	724.1	24.95
1/9/2021	17:29:15	724.1	24.93
1/9/2021	17:29:16	726.1	24.92
1/9/2021	17:29:17	679	24.97
1/9/2021	17:29:18	672.1	25.22
1/9/2021	17:29:19	601.9	25.48
1/9/2021	17:29:20	600.4	25.53
1/9/2021	17:29:21	606.7	25.55
1/9/2021	17:29:22	621.2	25.5
1/9/2021	17:29:23	623.2	25.42
1/9/2021	17:29:24	611.6	25.39
1/9/2021	17:29:25	641.7	25.36
1/9/2021	17:29:26	652.9	25.44
1/9/2021	17:29:27	640.2	25.57
1/9/2021	17:29:28	685.4	25.51
1/9/2021	17:29:29	701.2	25.45
1/9/2021	17:29:30	670.1	25.51
1/9/2021	17:29:31	683.4	25.46
1/9/2021	17:29:32	693.8	25.45
1/9/2021	17:29:33	689.8	25.47
1/9/2021	17:29:34	705.7	25.46
1/9/2021	17:29:35	712.1	25.41
1/9/2021	17:29:36	695.8	25.5
1/9/2021	17:29:37	703.7	25.47
1/9/2021	17:29:38	679	25.48
1/9/2021	17:29:39	718.6	25.52
1/9/2021	17:29:40	697.3	25.52
1/9/2021	17:29:41	681.4	25.51
1/9/2021	17:29:42	682.4	25.51
1/9/2021	17:29:43	684.4	25.48
1/9/2021	17:29:44	682.4	25.47
1/9/2021	17:29:45	681.9	25.46
1/9/2021	17:29:46	681.9	25.45
1/9/2021	17:29:47	680.4	25.46
1/9/2021	17:29:48	678	25.47
1/9/2021	17:29:49	674.5	25.47
1/9/2021	17:29:50	672.6	25.48
1/9/2021	17:29:51	671.6	25.48
1/9/2021	17:29:52	671.6	25.48
1/9/2021	17:29:53	671.6	25.48
1/9/2021	17:29:54	672.1	25.47
1/9/2021	17:29:55	652.4	25.48
1/9/2021	17:29:56	752.1	25.42
1/9/2021	17:29:57	0	25.4
1/9/2021	17:29:58	0	25.35
1/9/2021	17:29:59	151.6	25.29
1/9/2021	17:30:00	0	25.25
1/9/2021	17:30:01	0	25.23
1/9/2021	17:30:02	0	25.19
1/9/2021	17:30:03	0	25.17
1/9/2021	17:30:04	0	25.14
1/9/2021	17:30:05	0	25.12
1/9/2021	17:30:06	0	25.09
1/9/2021	17:30:07	0	25.07
1/9/2021	17:30:08	0	25.04
1/9/2021	17:30:09	0	25.03
1/9/2021	17:30:10	0	25.01
1/9/2021	17:30:11	0	24.98
1/9/2021	17:30:12	0	24.96
1/9/2021	17:30:13	0	24.95
1/9/2021	17:30:14	0	24.93
1/9/2021	17:30:15	0	24.9
1/9/2021	17:30:16	0	24.89
1/9/2021	17:30:17	0	24.86
1/9/2021	17:30:18	0	24.86
1/9/2021	17:30:19	0	24.84
1/9/2021	17:30:20	0	24.82
1/9/2021	17:30:21	0	24.81
1/9/2021	17:30:22	0	24.8
1/9/2021	17:30:23	0	24.79
1/9/2021	17:30:24	0	24.78
1/9/2021	17:30:25	0	24.78
1/9/2021	17:30:26	0	24.76
1/9/2021	17:30:27	0	24.75
1/9/2021	17:30:28	0	24.74
1/9/2021	17:30:29	0	24.73
1/9/2021	17:30:30	0	24.73
1/9/2021	17:30:31	0	24.71
1/9/2021	17:30:32	0	24.71
1/9/2021	17:30:33	0	24.7
1/9/2021	17:30:34	0	24.69
1/9/2021	17:30:35	0	24.69
1/9/2021	17:30:36	0	24.68
1/9/2021	17:30:37	0	24.68
1/9/2021	17:30:38	0	24.67
1/9/2021	17:30:39	0	24.67
1/9/2021	17:30:40	0	24.65
1/9/2021	17:30:41	0	24.65
1/9/2021	17:30:42	0	24.65
1/9/2021	17:30:43	0	24.64
1/9/2021	17:30:44	0	24.64
1/9/2021	17:30:45	0	24.63
1/9/2021	17:30:46	0	24.63
1/9/2021	17:30:47	0	24.63
1/9/2021	17:30:48	0	24.62
1/9/2021	17:30:49	0	24.62
1/9/2021	17:30:50	0	24.62
1/9/2021	17:30:51	0	24.6
1/9/2021	17:30:52	0	24.6
1/9/2021	17:30:53	0	24.6
1/9/2021	17:30:54	0	24.59
1/9/2021	17:30:55	0	24.59
1/9/2021	17:30:56	0	24.59
1/9/2021	17:30:57	0	24.59
1/9/2021	17:30:58	0	24.59
1/9/2021	17:30:59	0	24.58
1/9/2021	17:31:00	0	24.58
1/9/2021	17:31:01	0	24.58
1/9/2021	17:31:02	0	24.57
1/9/2021	17:31:03	0	24.57
1/9/2021	17:31:04	0	24.56
1/9/2021	17:31:05	0	24.56
1/9/2021	17:31:06	0	24.56
1/9/2021	17:31:07	0	24.56
1/9/2021	17:31:08	0	24.54
1/9/2021	17:31:09	0	24.54
1/9/2021	17:31:10	0	24.54
1/9/2021	17:31:11	0	24.54
1/9/2021	17:31:12	0	24.54
1/9/2021	17:31:13	0	24.54
1/9/2021	17:31:14	0	24.53
1/9/2021	17:31:15	0	24.53
1/9/2021	17:31:16	0	24.53
1/9/2021	17:31:17	0	24.53
1/9/2021	17:31:18	0	24.52
1/9/2021	17:31:19	0	24.52
1/9/2021	17:31:20	0	24.52
1/9/2021	17:31:21	0	24.52
1/9/2021	17:31:22	0	24.52
1/9/2021	17:31:23	0	24.51
1/9/2021	17:31:24	0	24.51
1/9/2021	17:31:25	0	24.51
1/9/2021	17:31:26	0	24.51
1/9/2021	17:31:27	0	24.49
1/9/2021	17:31:28	0	24.49
1/9/2021	17:31:29	0	24.49
1/9/2021	17:31:30	0	24.48
1/9/2021	17:31:31	0	24.48
1/9/2021	17:31:32	0	24.48
1/9/2021	17:31:33	0	24.48
1/9/2021	17:31:34	0	24.47
1/9/2021	17:31:35	0	24.47
1/9/2021	17:31:36	0	24.47
1/9/2021	17:31:37	0	24.47
1/9/2021	17:31:38	0	24.46
1/9/2021	17:31:39	0	24.46
1/9/2021	17:31:40	0	24.46
1/9/2021	17:31:41	0	24.46
1/9/2021	17:31:42	0	24.45
1/9/2021	17:31:43	0	24.45
1/9/2021	17:31:44	0	24.45
1/9/2021	17:31:45	0	24.43
1/9/2021	17:31:46	0	24.43
1/9/2021	17:31:47	0	24.43
1/9/2021	17:31:48	0	24.43
1/9/2021	17:31:49	0	24.43
1/9/2021	17:31:50	0	24.42
1/9/2021	17:31:51	0	24.42
1/9/2021	17:31:52	0	24.42
1/9/2021	17:31:53	0	24.42
1/9/2021	17:31:54	0	24.41
1/9/2021	17:31:55	0	24.43
1/9/2021	17:31:56	0	24.46
1/9/2021	17:31:57	0	24.45
1/9/2021	17:31:58	0	24.45
1/9/2021	17:31:59	0	24.45
1/9/2021	17:32:00	0	24.45
1/9/2021	17:32:01	0	24.43
1/9/2021	17:32:02	0	24.43
1/9/2021	17:32:03	0	24.43
1/9/2021	17:32:04	0	24.42
1/9/2021	17:32:05	0	24.42
1/9/2021	17:32:06	0	24.42
1/9/2021	17:32:07	0	24.41
1/9/2021	17:32:08	0	24.42
1/9/2021	17:32:09	0	24.4
1/9/2021	17:32:10	0	24.4
1/9/2021	17:32:11	0	24.4
1/9/2021	17:32:12	0	24.38
1/9/2021	17:32:13	0	24.38
1/9/2021	17:32:14	0	24.38
1/9/2021	17:32:15	0	24.37
1/9/2021	17:32:16	0	24.37
1/9/2021	17:32:17	0	24.37
1/9/2021	17:32:18	0	24.36
1/9/2021	17:32:19	0	24.35
1/9/2021	17:32:20	0	24.35
1/9/2021	17:32:21	0	24.35
1/9/2021	17:32:22	0	24.34
1/9/2021	17:32:23	0	24.34
1/9/2021	17:32:24	0	24.34
1/9/2021	17:32:25	0	24.34
1/9/2021	17:32:26	0	24.32
1/9/2021	17:32:27	0	24.32
1/9/2021	17:32:28	0	24.32
1/9/2021	17:32:29	0	24.32
1/9/2021	17:32:30	0	24.31
1/9/2021	17:32:31	0	24.31
1/9/2021	17:32:32	0	24.31
1/9/2021	17:32:33	0	24.31
1/9/2021	17:32:34	0	24.31
1/9/2021	17:32:35	0	24.31
1/9/2021	17:32:36	0	24.31
1/9/2021	17:32:37	0	24.31
1/9/2021	17:32:38	0	24.31
1/9/2021	17:32:39	0	24.3
1/9/2021	17:32:40	0	24.3
1/9/2021	17:32:41	0	24.3
1/9/2021	17:32:42	0	24.29
1/9/2021	17:32:43	0	24.29
1/9/2021	17:32:44	0	24.29
1/9/2021	17:32:45	0	24.29
1/9/2021	17:32:46	0	24.29
1/9/2021	17:32:47	0	24.27
1/9/2021	17:32:48	0	24.27
1/9/2021	17:32:49	0	24.27
1/9/2021	17:32:50	0	24.27
1/9/2021	17:32:51	0	24.27
1/9/2021	17:32:52	0	24.26
1/9/2021	17:32:53	0	24.26
1/9/2021	17:32:54	0	24.26
1/9/2021	17:32:55	0	24.26
1/9/2021	17:32:56	0	24.26
1/9/2021	17:32:57	0	24.25
1/9/2021	17:32:58	0	24.25
1/9/2021	17:32:59	0	24.25
1/9/2021	17:33:00	0	24.25
1/9/2021	17:33:01	0	24.25
1/9/2021	17:33:02	0	24.24
1/9/2021	17:33:03	0	24.24
1/9/2021	17:33:04	0	24.24
1/9/2021	17:33:05	0	24.24
1/9/2021	17:33:06	0	24.24
1/9/2021	17:33:07	0	24.23
1/9/2021	17:33:08	0	24.23
1/9/2021	17:33:09	0	24.21
1/9/2021	17:33:10	0	24.21
1/9/2021	17:33:11	0	24.21
1/9/2021	17:33:12	0	24.21
1/9/2021	17:33:13	0	24.21
1/9/2021	17:33:14	0	24.21
1/9/2021	17:33:15	0	24.21
1/9/2021	17:33:16	0	24.21
1/9/2021	17:33:17	0	24.21
1/9/2021	17:33:18	0	24.2
1/9/2021	17:33:19	0	24.2
1/9/2021	17:33:20	0	24.2
1/9/2021	17:33:21	0	24.2
1/9/2021	17:33:22	0	24.2
1/9/2021	17:33:23	0	24.19
1/9/2021	17:33:24	0	24.19
1/9/2021	17:33:25	0	24.19
1/9/2021	17:33:26	0	24.19
1/9/2021	17:33:27	0	24.19
1/9/2021	17:33:28	0	24.19
1/9/2021	17:33:29	0	24.19
1/9/2021	17:33:30	0	24.18
1/9/2021	17:33:31	0	24.18
1/9/2021	17:33:32	0	24.18
1/9/2021	17:33:33	0	24.18
1/9/2021	17:33:34	0	24.18
1/9/2021	17:33:35	0	24.18
1/9/2021	17:33:36	0	24.16
1/9/2021	17:33:37	0	24.16
1/9/2021	17:33:38	0	24.16
1/9/2021	17:33:39	0	24.16
1/9/2021	17:33:40	0	24.16
1/9/2021	17:33:41	0	24.15
1/9/2021	17:33:42	0	24.16
1/9/2021	17:33:43	0	24.16
1/9/2021	17:33:44	0	24.15
1/9/2021	17:33:45	0	24.15
1/9/2021	17:33:46	0	24.15
1/9/2021	17:33:47	0	24.14
1/9/2021	17:33:48	0	24.14
1/9/2021	17:33:49	0	24.14
1/9/2021	17:33:50	0	24.14
1/9/2021	17:33:51	0	24.14
1/9/2021	17:33:52	0	24.14
1/9/2021	17:33:53	0	24.14
1/9/2021	17:33:54	0	24.13
1/9/2021	17:33:55	0	24.13
1/9/2021	17:33:56	0	24.13
1/9/2021	17:33:57	0	24.13
1/9/2021	17:33:58	0	24.13
1/9/2021	17:33:59	0	24.13
1/9/2021	17:34:00	0	24.13
1/9/2021	17:34:01	0	24.12
1/9/2021	17:34:02	0	24.12
1/9/2021	17:34:03	0	24.12
1/9/2021	17:34:04	0	24.12
1/9/2021	17:34:05	0	24.12
1/9/2021	17:34:06	0	24.12
1/9/2021	17:34:07	0	24.12
1/9/2021	17:34:08	0	24.12
1/9/2021	17:34:09	0	24.12
1/9/2021	17:34:10	0	24.1
1/9/2021	17:34:11	0	24.1
1/9/2021	17:34:12	0	24.1
1/9/2021	17:34:13	0	24.1
1/9/2021	17:34:14	0	24.1
1/9/2021	17:34:15	0	24.1
1/9/2021	17:34:16	0	24.1
1/9/2021	17:34:17	0	24.1
1/9/2021	17:34:18	0	24.1
1/9/2021	17:34:19	0	24.09
1/9/2021	17:34:20	0	24.09
1/9/2021	17:34:21	0	24.09
1/9/2021	17:34:22	0	24.09
1/9/2021	17:34:23	0	24.09
1/9/2021	17:34:24	0	24.09
1/9/2021	17:34:25	0	24.09
1/9/2021	17:34:26	0	24.09
1/9/2021	17:34:27	0	24.09
1/9/2021	17:34:28	0	24.08
1/9/2021	17:34:29	0	24.08
1/9/2021	17:34:30	0	24.08
1/9/2021	17:34:31	0	24.08
1/9/2021	17:34:32	0	24.08
1/9/2021	17:34:33	0	24.08
1/9/2021	17:34:34	0	24.08
1/9/2021	17:34:35	0	24.08
1/9/2021	17:34:36	0	24.07
1/9/2021	17:34:37	0	24.07
1/9/2021	17:34:38	0	24.07
1/9/2021	17:34:39	0	24.07
1/9/2021	17:34:40	0	24.07
1/9/2021	17:34:41	0	24.07
1/9/2021	17:34:42	0	24.07
1/9/2021	17:34:43	0	24.07
1/9/2021	17:34:44	0	24.07
1/9/2021	17:34:45	0	24.07
1/9/2021	17:34:46	0	24.05
1/9/2021	17:34:47	0	24.05
1/9/2021	17:34:48	0	24.05
1/9/2021	17:34:49	0	24.05
1/9/2021	17:34:50	0	24.05
1/9/2021	17:34:51	0	24.05
1/9/2021	17:34:52	0	24.05
1/9/2021	17:34:53	0	24.05
1/9/2021	17:34:54	0	24.05
1/9/2021	17:34:55	0	24.04
1/9/2021	17:34:56	0	24.04
1/9/2021	17:34:57	0	24.04
1/9/2021	17:34:58	0	24.04
1/9/2021	17:34:59	0	24.04
1/9/2021	17:35:00	0	24.04
1/9/2021	17:35:01	0	24.04
1/9/2021	17:35:02	0	24.04
1/9/2021	17:35:03	0	24.03
1/9/2021	17:35:04	0	24.03
1/9/2021	17:35:05	0	24.04
1/9/2021	17:35:06	0	24.03
1/9/2021	17:35:07	0	24.03
1/9/2021	17:35:08	0	24.03
1/9/2021	17:35:09	0	24.03
1/9/2021	17:35:10	0	24.03
1/9/2021	17:35:11	0	24.03
1/9/2021	17:35:12	0	24.03
1/9/2021	17:35:13	0	24.03
1/9/2021	17:35:14	0	24.02
1/9/2021	17:35:15	0	24.02
1/9/2021	17:35:16	0	24.02
1/9/2021	17:35:17	0	24.02
1/9/2021	17:35:18	0	24.02
1/9/2021	17:35:19	0	24.02
1/9/2021	17:35:20	0	24.02
1/9/2021	17:35:21	0	24.02
1/9/2021	17:35:22	0	24.02
1/9/2021	17:35:23	0	24.02
1/9/2021	17:35:24	0	24.02
1/9/2021	17:35:25	0	24.02
1/9/2021	17:35:26	0	24.01
1/9/2021	17:35:27	0	24.01
1/9/2021	17:35:28	0	24.01
1/9/2021	17:35:29	0	24.01
1/9/2021	17:35:30	0	24.01
1/9/2021	17:35:31	0	24.01
1/9/2021	17:35:32	0	24.01
1/9/2021	17:35:33	0	24.01
1/9/2021	17:35:34	0	23.99
1/9/2021	17:35:35	0	24.01
1/9/2021	17:35:36	0	24.01
1/9/2021	17:35:37	0	23.99
1/9/2021	17:35:38	0	23.99
1/9/2021	17:35:39	0	23.99
1/9/2021	17:35:40	0	23.99
1/9/2021	17:35:41	0	23.99
1/9/2021	17:35:42	0	23.99
1/9/2021	17:35:43	0	23.99
1/9/2021	17:35:44	0	23.99
1/9/2021	17:35:45	0	23.99
1/9/2021	17:35:46	0	23.99
1/9/2021	17:35:47	0	23.99
1/9/2021	17:35:48	0	23.99
1/9/2021	17:35:49	0	23.99
1/9/2021	17:35:50	0	23.98
1/9/2021	17:35:51	0	23.98
1/9/2021	17:35:52	0	23.98
1/9/2021	17:35:53	0	23.98
1/9/2021	17:35:54	0	23.98
1/9/2021	17:35:55	0	23.98
1/9/2021	17:35:56	0	23.98
1/9/2021	17:35:57	0	23.98
1/9/2021	17:35:58	0	23.97
1/9/2021	17:35:59	0	23.97
1/9/2021	17:36:00	0	23.97
1/9/2021	17:36:01	0	23.97
1/9/2021	17:36:02	0	23.97
1/9/2021	17:36:03	0	23.97
1/9/2021	17:36:04	0	23.97
1/9/2021	17:36:05	0	23.97
1/9/2021	17:36:06	0	23.97
1/9/2021	17:36:07	0	23.97
1/9/2021	17:36:08	0	23.97
1/9/2021	17:36:09	0	23.97
1/9/2021	17:36:10	0	23.97
1/9/2021	17:36:11	0	23.96
1/9/2021	17:36:12	0	23.96
1/9/2021	17:36:13	0	23.96
1/9/2021	17:36:14	0	23.96
1/9/2021	17:36:15	0	23.96
1/9/2021	17:36:16	0	23.96
1/9/2021	17:36:17	0	23.96
1/9/2021	17:36:18	0	23.94
1/9/2021	17:36:19	0	23.94
1/9/2021	17:36:20	0	23.96
1/9/2021	17:36:21	0	23.94
1/9/2021	17:36:22	0	23.94
1/9/2021	17:36:23	0	23.94
1/9/2021	17:36:24	0	23.94
1/9/2021	17:36:25	0	23.94
1/9/2021	17:36:26	0	23.94
1/9/2021	17:36:27	0	23.94
1/9/2021	17:36:28	0	23.94
1/9/2021	17:36:29	0	23.93
1/9/2021	17:36:30	0	23.94
1/9/2021	17:36:31	0	23.93
1/9/2021	17:36:32	0	23.93
1/9/2021	17:36:33	0	23.93
1/9/2021	17:36:34	0	23.93
1/9/2021	17:36:35	0	23.93
1/9/2021	17:36:36	0	23.93
1/9/2021	17:36:37	0	23.93
1/9/2021	17:36:38	0	23.93
1/9/2021	17:36:39	0	23.92
1/9/2021	17:36:40	0	23.92
1/9/2021	17:36:41	0	23.93
1/9/2021	17:36:42	0	23.92
1/9/2021	17:36:43	0	23.92
1/9/2021	17:36:44	0	23.92
1/9/2021	17:36:45	0	23.92
1/9/2021	17:36:46	0	23.92
1/9/2021	17:36:47	0	23.92
1/9/2021	17:36:48	0	23.92
1/9/2021	17:36:49	0	23.92
1/9/2021	17:36:50	0	23.91
1/9/2021	17:36:51	0	23.91
1/9/2021	17:36:52	0	23.91
1/9/2021	17:36:53	0	23.91
1/9/2021	17:36:54	0	23.91
1/9/2021	17:36:55	0	23.91
1/9/2021	17:36:56	0	23.91
1/9/2021	17:36:57	0	23.91
1/9/2021	17:36:58	0	23.91
1/9/2021	17:36:59	0	23.91
1/9/2021	17:37:00	0	23.91
1/9/2021	17:37:01	0	23.91
1/9/2021	17:37:02	0	23.9
1/9/2021	17:37:03	0	23.9
1/9/2021	17:37:04	0	23.9
1/9/2021	17:37:05	0	23.9
1/9/2021	17:37:06	0	23.9
1/9/2021	17:37:07	0	23.9
1/9/2021	17:37:08	0	23.9
1/9/2021	17:37:09	0	23.9
1/9/2021	17:37:10	0	23.9
1/9/2021	17:37:11	0	23.9
1/9/2021	17:37:12	0	23.88
1/9/2021	17:37:13	0	23.88
1/9/2021	17:37:14	0	23.88
1/9/2021	17:37:15	0	23.88
1/9/2021	17:37:16	0	23.88
1/9/2021	17:37:17	0	23.88
1/9/2021	17:37:18	0	23.88
1/9/2021	17:37:19	0	23.9
1/9/2021	17:37:20	0	23.9
1/9/2021	17:37:21	0	23.9
1/9/2021	17:37:22	0	23.9
1/9/2021	17:37:23	0	23.9
1/9/2021	17:37:24	0	23.9
1/9/2021	17:37:25	0	23.9
1/9/2021	17:37:26	0	23.9
1/9/2021	17:37:27	0	23.9
1/9/2021	17:37:28	0	23.9
1/9/2021	17:37:29	0	23.9
1/9/2021	17:37:30	0	23.9
1/9/2021	17:37:31	0	23.91
1/9/2021	17:37:32	0	23.91
1/9/2021	17:37:33	0	23.91
1/9/2021	17:37:34	0	23.91
1/9/2021	17:37:35	0	23.91
1/9/2021	17:37:36	0	23.91
1/9/2021	17:37:37	0	23.91
1/9/2021	17:37:38	0	23.91
1/9/2021	17:37:39	0	23.9
1/9/2021	17:37:40	0	23.9
1/9/2021	17:37:41	0	23.88
1/9/2021	17:37:42	0	23.88
1/9/2021	17:37:43	0	23.88
1/9/2021	17:37:44	0	23.88
1/9/2021	17:37:45	0	23.88
1/9/2021	17:37:46	0	23.87
1/9/2021	17:37:47	0	23.87
1/9/2021	17:37:48	0	23.87
1/9/2021	17:37:49	0	23.87
1/9/2021	17:37:50	0	23.87
1/9/2021	17:37:51	0	23.86
1/9/2021	17:37:52	0	23.86
1/9/2021	17:37:53	0	23.86
1/9/2021	17:37:54	0	23.86
1/9/2021	17:37:55	0	23.86
1/9/2021	17:37:56	0	23.86
1/9/2021	17:37:57	0	23.86
1/9/2021	17:37:58	0	23.86
1/9/2021	17:37:59	0	23.86
1/9/2021	17:38:00	0	23.85
1/9/2021	17:38:01	0	23.85
1/9/2021	17:38:02	0	23.85
1/9/2021	17:38:03	0	23.85
1/9/2021	17:38:04	0	23.85
1/9/2021	17:38:05	0	23.85
1/9/2021	17:38:06	0	23.85
1/9/2021	17:38:07	0	23.85
1/9/2021	17:38:08	0	23.85
1/9/2021	17:38:09	0	23.83
1/9/2021	17:38:10	0	23.83
1/9/2021	17:38:11	0	23.83
1/9/2021	17:38:12	0	23.83
1/9/2021	17:38:13	0	23.83
1/9/2021	17:38:14	0	23.83
1/9/2021	17:38:15	0	23.82
1/9/2021	17:38:16	0	23.82
1/9/2021	17:38:17	0	23.82
1/9/2021	17:38:18	0	23.82
1/9/2021	17:38:19	0	23.82
1/9/2021	17:38:20	0	23.82
1/9/2021	17:38:21	0	23.81
1/9/2021	17:38:22	0	23.81
1/9/2021	17:38:23	0	23.81
1/9/2021	17:38:24	0	23.81
1/9/2021	17:38:25	0	23.81
1/9/2021	17:38:26	0	23.81
1/9/2021	17:38:27	0	23.81
1/9/2021	17:38:28	0	23.8
1/9/2021	17:38:29	0	23.8
1/9/2021	17:38:30	0	23.8
1/9/2021	17:38:31	0	23.8
1/9/2021	17:38:32	0	23.79
1/9/2021	17:38:33	0	23.79
1/9/2021	17:38:34	0	23.79
1/9/2021	17:38:35	0	23.79
1/9/2021	17:38:36	0	23.79
1/9/2021	17:38:37	0	23.79
1/9/2021	17:38:38	0	23.79
1/9/2021	17:38:39	0	23.79
1/9/2021	17:38:40	0	23.79
1/9/2021	17:38:41	0	23.77
1/9/2021	17:38:42	0	23.79
1/9/2021	17:38:43	0	23.77
1/9/2021	17:38:44	0	23.77
1/9/2021	17:38:45	0	23.77
1/9/2021	17:38:46	0	23.77
1/9/2021	17:38:47	0	23.77
1/9/2021	17:38:48	0	23.77
1/9/2021	17:38:49	0	23.77
1/9/2021	17:38:50	0	23.76
1/9/2021	17:38:51	0	23.76
1/9/2021	17:38:52	0	23.76
1/9/2021	17:38:53	0	23.76
1/9/2021	17:38:54	0	23.76
1/9/2021	17:38:55	0	23.76
1/9/2021	17:38:56	0	23.76
1/9/2021	17:38:57	0	23.76
1/9/2021	17:38:58	0	23.76
1/9/2021	17:38:59	0	23.76
1/9/2021	17:39:00	0	23.75
1/9/2021	17:39:01	0	23.75
1/9/2021	17:39:02	0	23.75
1/9/2021	17:39:03	0	23.75
1/9/2021	17:39:04	0	23.75
1/9/2021	17:39:05	0	23.75
1/9/2021	17:39:06	0	23.75
1/9/2021	17:39:07	0	23.74
1/9/2021	17:39:08	0	23.74
1/9/2021	17:39:09	0	23.74
